Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector
TSX,RBC Quant U.S. Dividend Leaders ETF,RUD,397972500,Canada,ON,ETP,
TSX,RBC Quant U.S. Equity Leaders (CAD Hedged) ETF,RUEH,13566000,Canada,ON,ETP,
TSX,RBC Quant U.S. Equity Leaders ETF,RUE,29378000,Canada,ON,ETP,
TSX,RBC Strategic Global Dividend Leaders ETF,RLD,5740000,Canada,ON,ETP,
TSX,RBC Strategic Global Equity Leaders ETF,RLE,2370000,Canada,ON,ETP,
TSX,RBC Target 2017 Corporate Bond Index ETF,RQE,35834000,Canada,ON,ETP,
TSX,RBC Target 2018 Corporate Bond Index ETF,RQF,141340500,Canada,ON,ETP,
TSX,RBC Target 2019 Corporate Bond Index ETF,RQG,159982000,Canada,ON,ETP,
TSX,RBC Target 2020 Corporate Bond Index ETF,RQH,124845000,Canada,ON,ETP,
TSX,RBC Target 2021 Corporate Bond Index ETF,RQI,119238000,Canada,ON,ETP,
TSX,RBC Target 2022 Corporate Bond Index ETF,RQJ,95599000,Canada,ON,ETP,
TSX,RBC Target 2023 Corporate Bond Index ETF,RQK,6779500,Canada,ON,ETP,
TSX,Real Asset Income and Growth Fund,RAI.UN,23862227.68,Canada,ON,Closed-End Funds,
TSX,Real Matters Inc.,REAL,873390137.62,Canada,ON,Technology,Internet Software & Services
TSXV,Reco International Group Inc.,RGI,384534.525,Canada,BC,,
TSXV,Red Eagle Exploration Limited,XR,48707748.44,Canada,BC,Mining,
TSX,Red Eagle Mining Corporation,R,75532159.485,Canada,BC,Mining,
TSXV,Red Moon Resources Inc.,RMK,1681750.14,Canada,NL,Mining,
TSXV,Red Pine Exploration Inc.,RPX,26414902.6,Canada,ON,Mining,
TSXV,Red Pine Petroleum Ltd.,RPN,431666.7,Canada,BC,Oil & Gas,
TSXV,Red Rock Energy Inc.,RRK,11983061.22,Canada,AB,Mining,
TSXV,Red Tiger Mining Inc.,RMN,2888939.14,Canada,ON,Mining,
TSX,Redhawk Resources Inc.,RDK,4799944.14,Canada,BC,Mining,
TSXV,RediShred Capital Corp.,KUT,27837726.33,Canada,ON,,
TSX,Redknee Solutions Inc.,RKN,99838341.12,Canada,ON,Technology,Software
TSX,Redline Communications Group Inc.,RDL,24101656.6,Canada,ON,Technology,Communication Technology
TSXV,Redstar Gold Corp.,RGC,38694538.09,Canada,BC,Mining,
TSXV,Redzone Resources Ltd.,REZ,1466779.59,Canada,BC,Mining,
TSXV,Regent Pacific Properties Inc.,RPP,800780,Canada,AB,Real Estate,Real Estate Development and Services
TSXV,Regulus Resources Inc.,REG,105023916.99,Canada,AB,Mining,
TSX,REIT INDEXPLUS Income Fund,IDR.UN,64655028.75,Canada,ON,Closed-End Funds,
TSX,Reitmans (Canada) Limited,RET.A,286462515.62,Canada,ON,,Consumer Discretionary
TSXV,Reko International Group Inc.,REKO,24903140.4,Canada,ON,,
TSXV,Relentless Resources Ltd.,RRL,4892276.62,Canada,AB,Oil & Gas,
TSXV,Relevium Technologies Inc.,RLV,5167728.93,Canada,QC,Life Sciences,Biotechnology
TSXV,Reliant Gold Corp.,RNG,458903.38,Canada,ON,Mining,
TSXV,Reliq Health Technologies Inc.,RHT,7917754.35,Canada,BC,Technology,Software
TSXV,Remington Resources Inc.,RGM,1166350.46,Canada,BC,Mining,
TSXV,Remo Resources Inc.,RER,803250,Canada,BC,Mining,
TSXV,Renaissance Gold Inc.,REN,11392614.8,Canada,BC,Mining,
TSXV,Renaissance Oil Corp.,ROE,33046980.34,Canada,BC,Oil & Gas,
TSXV,RenoWorks Software Inc.,RW,12250425.65,Canada,AB,Technology,Software
TSXV,Replicel Life Sciences Inc.,RP,8295009.12,Canada,BC,Life Sciences,Biotechnology
TSXV,Reservoir Capital Corp.,REO,1009444.92,Canada,BC,Clean Technology,Renewable Energy Production and Distribution
TSXV,Resinco Capital Partners Inc.,RIN,615099.425,Canada,BC,Financial Services,
TSX,Resolute Forest Products Inc.,RFP,521190308.4,Canada,QC,,Forest Products & Paper
TSXV,Resolve Ventures Inc.,RSV,1059747.81,Canada,BC,Mining,
TSXV,Resource Capital Gold Corp.,RCG,23213218.56,Canada,BC,Mining,
TSX,Restaurant Brands International Inc.,QSR,17550321522.84,Canada,ON,,Consumer Discretionary
TSX,Restaurant Brands International Limited Partnership,QSP.UN,16868467398.64,Canada,ON,,Consumer Discretionary
TSX,Resverlogix Corp.,RVX,151239269.2,Canada,AB,Life Sciences,Biotechnology
TSXV,Return Energy Inc.,RTN,2757579.24,Canada,AB,Oil & Gas,
TSXV,Reunion Gold Corporation,RGD,26243223.44,Canada,QC,Mining,
TSXV,Revelo Resources Corp.,RVL,7533226.215,Canada,BC,Mining,
TSXV,Revelstoke Equity Inc.,REQ.P,,Canada,ON,CPC,
TSXV,Revival Gold Inc.,RVG,6488916.5,Canada,ON,Mining,
TSXV,Revive Therapeutics Ltd.,RVV,7824199.265,Canada,ON,Life Sciences,Pharmaceuticals
TSXV,RewardStream Solutions Inc.,REW,3297080.25,Canada,BC,Technology,Software
TSXV,RHC Capital Corporation,RHC,24821271.255,Canada,ON,Oil & Gas,
TSXV,Rhyolite Resources Ltd.,RYE,7828461,Canada,BC,Mining,
TSX,Richards Packaging Income Fund,RPI.UN,300276352.8,Canada,ON,,
TSX,Richelieu Hardware Ltd.,RCH,1882963787.48,Canada,QC,,
TSXV,Richmond Minerals Inc.,RMD,2934078.8,Canada,ON,Mining,
TSX,Richmont Mines Inc.,RIC,662466649.36,Canada,QC,Mining,
TSX,Ridgewood Canadian Investment Grade Bond Fund,RIB.UN,151469259.39,Canada,ON,Closed-End Funds,
TSXV,RIFCO Inc.,RFC,35635846.95,Canada,AB,Financial Services,
TSXV,Riley Resources Corp.,RLY,341250,Canada,BC,Mining,
TSX,Rio Novo Gold Inc.,RN,20556711.84,Latin America,Brazil,Mining,
TSXV,Rio Silver Inc.,RYO,2365480.325,Canada,ON,Mining,
TSXV,Rio2 Limited,RIO,62679080.1,Canada,ON,Mining,
TSX,Riocan Real Estate Investment Trust,REI.UN,7853426242.2,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,Ritchie Bros. Auctioneers Incorporated,RBA,3769163622.4,Canada,BC,,
TSXV,Riverside Resources Inc.,RRI,15241862.985,Canada,BC,Mining,
TSXV,Rizal Resources Corporation,RZL,6587619.92,Canada,BC,Mining,
TSXV,RJK Explorations Ltd.,RJX.A,1872744,Canada,ON,Mining,
TSX,RMP Energy Inc.,RMP,90611540.4,Canada,AB,Oil & Gas,
TSXV,Robex Resources Inc.,RBX,55053408.77,Canada,QC,Mining,
TSXV,Rochester Resources Ltd.,RCT,1125348.51,Canada,BC,Mining,
TSXV,Rock Tech Lithium Inc.,RCK,29784427.2,Canada,BC,Mining,
TSXV,RockBridge Resources Inc.,RBE,559769.49,Canada,BC,Oil & Gas,
TSXV,Rockcliff Copper Corporation,RCU,11624369.14,Canada,ON,Mining,
TSXV,Rockhaven Resources Ltd.,RK,24594894.88,Canada,BC,Mining,
TSXV,Rockwealth Resources Corp.,RWR,971721.2,Canada,BC,Mining,
TSX,Rockwell Diamonds Inc.,RDI,3294494.64,Africa,South Africa,Mining,
TSX,Rocky Mountain Dealerships Inc.,RME,195585427.74,Canada,AB,,Agriculture
TSXV,Rocky Mountain Liquor Inc.,RUM,3691466.22,Canada,AB,,Consumer Staples
TSX,Rogers Communications Inc.,RCI.B,33467346716.19,Canada,ON,Comm & Media,
TSX,Rogers Sugar Inc.,RSI,780601295.62,Canada,QC,,Consumer Staples
TSXV,Rogue Resources Inc.,RRS,4824081.5,Canada,BC,Mining,
TSXV,Rojo Resources Ltd.,RJ,1980484.83,Canada,BC,Mining,
TSXV,Rokmaster Resources Corp.,RKR,5169940.3,Canada,BC,Mining,
TSXV,Romios Gold Resources Inc.,RG,8568424.5,Canada,ON,Mining,
TSXV,Rooster Energy Ltd.,COQ,1315552.51,USA,USA,Oil & Gas,
TSXV,Roscan Minerals Corporation,ROS,3056694.875,Canada,ON,Mining,
TSXV,Rosita Mining Corporation,RST,1954654.87,Canada,ON,Mining,
TSXV,Rotation Minerals Ltd.,ROT,3993002.125,Canada,BC,Mining,
TSXV,Roughrider Exploration Limited,REL,2338682.99,Canada,BC,Mining,
TSXV,Route1 Inc.,ROI,9414326.64,Canada,ON,Technology,Software
TSXV,Routemaster Capital Inc.,RM,1948800.835,Canada,ON,Financial Services,
TSX,Roxgold Inc.,ROXG,438296166.22,Canada,ON,Mining,
TSX,Royal Bank of Canada,RY,142130780057.97,Canada,ON,Financial Services,
TSX,Royal Canadian Mint - Canadian Gold Reserves,MNT,475242804.4,Canada,ON,Closed-End Funds,
TSX,Royal Canadian Mint - Canadian Silver Reserves,MNS,55562174.96,Canada,ON,Closed-End Funds,
TSX,Royal Nickel Corporation,RNX,58246411.21,Canada,ON,Mining,
TSXV,Royal Road Minerals Limited,RYR,9081424.05,UK/Europe,Jersey,Mining,
TSXV,Royal Sapphire Corp.,RSL,5771863.5,Canada,BC,Mining,
TSXV,Royalty North Partners Ltd.,RNP,17322991.36,Canada,BC,Financial Services,
TSXV,RSI International Systems Inc.,RSY,5686218.09,Canada,BC,Technology,Software
TSXV,RT Minerals Corp.,RTM,2274196.95,Canada,BC,Mining,
TSX,RTG Mining Inc.,RTG,24299908.665,Australia/NZ/PNG,Australia,Mining,
TSX,Rubicon Minerals Corporation,RMX,85079385.51,Canada,BC,Mining,
TSXV,Rugby Mining Limited,RUG,17430074.91,Australia/NZ/PNG,Australia,Mining,
TSXV,Running Fox Resource Corp.,RUN,1643116.44,Canada,AB,Mining,
TSXV,Rupert Resources Ltd.,RUP,94201549.4,Canada,BC,Mining,
TSXV,Rusoro Mining Ltd.,RML,87163299.68,Canada,BC,Mining,
TSX,Russel Metals Inc.,RUS,1541097318.36,Canada,ON,,
TSXV,Rye Patch Gold Corp.,RPM,91839568.345,Canada,BC,Mining,
TSXV,RYU Apparel Inc.,RYU,17873219.705,Canada,BC,,Consumer Discretionary
TSX,S Split Corp.,SBN,18973156,Canada,ON,Closed-End Funds,
TSX,Sabina Gold & Silver Corp.,SBB,505373102.42,Canada,BC,Mining,
TSXV,Sable Resources Ltd.,SAE,7864773.98,Canada,BC,Mining,
TSXV,Sage Gold Inc.,SGX,14554794.2,Canada,ON,Mining,
TSXV,Sahara Energy Ltd.,SAH,7242101.8,Canada,AB,Oil & Gas,
TSXV,Saint Jean Carbon Inc.,SJL,10033655.85,Canada,AB,Mining,
TSXV,Salazar Resources Limited,SRL,10844592.57,Canada,BC,Mining,
TSXV,Sama Resources Inc./Ressources Sama Inc.,SME,19806387.375,Canada,BC,Mining,
TSXV,Samco Gold Limited,SGA,1626901.875,UK/Europe,UK,Mining,
TSXV,Samoth Oilfield Inc.,SCD,3773666.64,Canada,AB,Oil & Gas,
TSXV,San Marco Resources Inc.,SMN,10678348.08,Canada,BC,Mining,
TSXV,Sanatana Resources Inc.,STA,5539193.36,Canada,BC,Mining,
TSXV,Sandspring Resources Ltd.,SSP,44513023.23,USA,USA,Mining,
TSX,Sandstorm Gold Ltd.,SSL,949252614.58,Canada,BC,Mining,
TSX,Sandvine Corporation,SVC,540840323.88,Canada,ON,Technology,Communication Technology
TSXV,Sandy Lake Gold Inc.,SLAU,3378539.01,Canada,ON,Mining,
TSXV,Sangoma Technologies Corporation,STC,20132153.4,Canada,ON,Technology,Communication Technology
TSXV,Santacruz Silver Mining Ltd.,SCZ,32696440,Latin America,Mexico,Mining,
TSX,Saputo Inc.,SAP,16314052639.78,Canada,QC,,Consumer Staples
TSXV,Sarama Resources Ltd.,SWA,20085306.875,Australia/NZ/PNG,Australia,Mining,
TSXV,Satori Resources Inc.,BUD,5194523.795,Canada,ON,Mining,
TSXV,Saturn Oil & Gas Inc.,SMI,14234594.67,Canada,BC,Oil & Gas,
TSX,Savaria Corporation,SIS,613538998.6,Canada,QC,,
TSXV,Savary Gold Corp.,SCA,10519997.04,Canada,BC,Mining,
TSXV,Saville Resources Inc.,SRE,983892.58,Canada,BC,Mining,
TSX,Scandium International Mining Corp.,SCY,71140740.91,USA,USA,Mining,
TSX,SCITI Trust,SIN.UN,158353382.81,Canada,ON,Closed-End Funds,
TSXV,Scorpio Gold Corporation,SGN,7496894.1,Canada,BC,Mining,
TSXV,ScoZinc Mining Ltd.,SZM,6108621.3,Canada,NS,Mining,
TSXV,SDX Energy Inc.,SDX,145782197.34,UK/Europe,England,Oil & Gas,
TSXV,Sea Breeze Power Corp.,SBX,576184.67,Canada,BC,Clean Technology,Renewable Energy Production and Distribution
TSX,Seabridge Gold Inc.,SEA,830102197.46,Canada,ON,Mining,
TSXV,Search Minerals Inc.,SMY,9838098.14,Canada,BC,Mining,
TSXV,Seaway Energy Services Inc.,SEW,3212437.815,Canada,AB,,Energy Services
TSX,Second Cup Ltd. (The),SCU,19631345.85,Canada,ON,,Consumer Discretionary
TSXV,Secova Metals Corp.,SEK,7342869.555,Canada,BC,Mining,
TSX,Secure Energy Services Inc.,SES,1534981087.2,Canada,AB,,Energy Services
TSXV,Security Devices International Inc.,SDZ,7964378.28,USA,USA,,
TSXV,Sego Resources Inc.,SGZ,3042413.08,Canada,BC,Mining,
TSXV,Select Sands Corp.,SNS,50059348.68,Canada,BC,Mining,
TSXV,SelectCore Ltd.,SCG,12126236.4,Canada,ON,Technology,Software
TSX,Semafo Inc.,SMF,977869846.03,Canada,QC,Mining,
TSXV,Senator Minerals Inc.,SNR,40164721.2,Canada,BC,Mining,
TSX,Senior Secured Floating Rate Loan Fund,FRL.UN,52064411.25,Canada,ON,Closed-End Funds,
TSXV,Sennen Potash Corporation,SN,2825147.52,Canada,BC,Mining,
TSX,Sentry Select Primary Metals Corp.,PME,42243880.25,Canada,ON,Closed-End Funds,
TSX,Senvest Capital Inc.,SEC,563919388.56,Canada,QC,Financial Services,
TSX,Serabi Gold plc,SBI,45415615.18,UK/Europe,UK,Mining,
TSXV,Serengeti Resources Inc.,SIR,13774918.675,Canada,BC,Mining,
TSX,Serinus Energy Inc.,SEN,38416295.19,Canada,AB,Oil & Gas,
TSXV,Sernova Corp.,SVA,32739419.58,Canada,BC,Life Sciences,Biotechnology
TSX,Seven Generations Energy Ltd.,VII,7675650997.74,Canada,AB,Oil & Gas,
TSXV,SG Spirit Gold Inc.,SG,9887447.05,Canada,AB,Mining,
TSXV,SGX Resources Inc.,SXR,,Canada,ON,Mining,
TSXV,ShaMaran Petroleum Corp.,SNM,259035784.08,Canada,BC,Oil & Gas,
TSXV,Shaw Communications Inc.,SJR.A,717442048,Canada,AB,Comm & Media,
TSX,Shaw Communications Inc.,SJR.B,13306906480.54,Canada,AB,Comm & Media,
TSX,ShawCor Ltd.,SCL,1953931261.04,Canada,ON,,Energy Services
TSX,Sherritt International Corporation,S,253358894.76,Canada,ON,Mining,Agriculture
TSXV,Shoal Games Ltd.,SGW,28844925.105,Latin America,Anguilla,Technology,Internet Software & Services
TSX,Shopify Inc.,SHOP,9812110941.55,Canada,ON,Technology,Internet Software & Services
TSX,Shore Gold Inc.,SGF,102210259.08,Canada,SK,Mining,
TSXV,Shoshoni Gold Ltd.,SHJ,405276.75,Canada,BC,Mining,
TSXV,Sienna Resources Inc.,SIE,3246874.38,Canada,BC,Mining,
TSX,Sienna Senior Living Inc.,SIA,843261516.6,Canada,ON,Real Estate,Specialized
TSX,Sierra Metals Inc.,SMT,488038290,Canada,BC,Mining,
TSX,Sierra Wireless Inc.,SW,1181515865.33,Canada,BC,Technology,Communication Technology
TSXV,Sigma Industries Inc.,SSG,5627892,Canada,QC,,Agriculture
TSXV,Signature Resources Ltd.,SGU,6486716.28,Canada,BC,Mining,
TSXV,Silk Road Energy Inc.,SLK,385797.58,Canada,AB,Oil & Gas,
TSX,Silver Bear Resources plc,SBR,39917935.995,Canada,ON,Mining,
TSX,"Silver Bull Resources, Inc.",SVB,17789496.7,USA,USA,Mining,
TSX,Silver Bullion Trust,SBT,51867989.53,Canada,ON,ETP,
TSXV,Silver Grail Resources Ltd.,SVG,1197604.21,Canada,BC,Mining,
TSXV,Silver Mountain Mines Inc.,SMM,965030.06,Canada,AB,Mining,
TSXV,Silver One Resources Inc.,SVE,38331973.42,Canada,BC,Mining,
TSXV,Silver Predator Corp.,SPD,6437213.64,USA,USA,Mining,
TSXV,Silver Pursuit Resources Ltd.,SPF,4705179.57,Canada,BC,Mining,
TSXV,Silver Range Resources Ltd.,SNG,12556949.33,Canada,BC,Mining,
TSXV,Silver Spruce Resources Inc.,SSE,3717316.98,Canada,NS,Mining,
TSX,Silver Standard Resources Inc.,SSO,1449249133.32,Canada,BC,Mining,
TSX,Silvercorp Metals Inc.,SVM,616163724.41,Asia,China,Mining,
TSXV,SilverCrest Metals Inc.,SIL,91973694.97,Canada,BC,Mining,
TSXV,Silvermet Inc.,SYI,12078900.86,Canada,ON,Mining,
TSXV,Simba Essel Energy Inc.,SMB,30099634.275,Canada,BC,Oil & Gas,
TSXV,Sintana Energy Inc.,SEI,4636913,Canada,AB,Oil & Gas,
TSX,SIR Royalty Income Fund,SRV.UN,123539613.25,Canada,ON,,Consumer Discretionary
TSXV,Sirios Resources Inc.,SOI,46851399.27,Canada,QC,Mining,
TSXV,Sirona Biochem Corp.,SBM,23051019.46,Canada,BC,Life Sciences,Biotechnology
TSXV,Siyata Mobile Inc.,SIM,40389780.65,Other,Israel,Technology,Hardware & Equipment
TSXV,Skeena Resources Limited,SKE,35453467.225,Canada,BC,Mining,
TSXV,Skyharbour Resources Ltd.,SYH,23618837.44,Canada,BC,Mining,
TSX,Skylon Growth & Income Trust,SKG.UN,43643037.57,Canada,ON,Closed-End Funds,
TSXV,SLAM Exploration Ltd.,SXL,1296056.64,Canada,NB,Mining,
TSX,Slate Office REIT,SOT.UN,451413868.08,Canada,BC,Real Estate,Industrial/Office/Retail/Residential
TSX,Slate Retail REIT,SRT.UN,584590041.6,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,Sleep Country Canada Holdings Inc.,ZZZ,1428050541.76,Canada,ON,,Consumer Discretionary
TSXV,Smart Employee Benefits Inc.,SEB,24693604.02,Canada,ON,Technology,Software
TSX,Smart Real Estate Investment Trust,SRU.UN,4100749004.8,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,SmartCool Systems Inc.,SSC,8875470.15,Canada,BC,Clean Technology,Energy Efficiency
TSX,SNC-Lavalin Group Inc.,SNC,9632229011.35,Canada,QC,,
TSXV,Snipp Interactive Inc.,SPN,13207806.56,USA,USA,Technology,Communication Technology
TSXV,Snobro Enterprises Inc.,SIQ.P,3891622,Canada,BC,CPC,
TSXV,Société d'Exploration Minière Vior Inc.,VIO,2421852.355,Canada,QC,Mining,
TSXV,Softrock Minerals Ltd.,SFT,593978.65,Canada,AB,Oil & Gas,
TSXV,Sojourn Ventures Inc.,SOJ,547405.8,Canada,BC,Mining,
TSXV,Sokoman Iron Corp.,SIC,1268417.52,Canada,NL,Mining,
TSXV,Solar Alliance Energy Inc.,SAN,9735997.53,Canada,BC,Clean Technology,Renewable Energy Production and Distribution
TSXV,Solarvest BioEnergy Inc.,SVS,4680043.2,Canada,PE,Clean Technology,Low Impact Material and Products
TSXV,Solegear Bioplastic Technologies Inc.,SGB,7018230.45,Canada,BC,Clean Technology,Low Impact Material and Products
TSXV,Soleil Capital Corp.,SOLE.P,600000,Canada,BC,CPC,
TSX,SolGold plc,SOLG,967165238.4,Australia/NZ/PNG,Australia,Mining,
TSXV,SolidusGold Inc.,SDC,8174960.96,Canada,BC,Mining,
TSX,Solitario Zinc Corp.,SLR,53185283.06,USA,USA,Mining,
TSX,Solium Capital Inc.,SUM,491390559,Canada,AB,Technology,Software
TSXV,Sonor Investments Ltd.,SNI.PR.A,1077756,Canada,ON,Financial Services,
TSXV,Sonora Gold & Silver Corp.,SOC,3046308.6,Canada,BC,Mining,
TSXV,Sonoro Energy Ltd.,SNV,16844873.985,Canada,BC,Oil & Gas,
TSXV,Sonoro Metals Corp.,SMO,2925310.32,Canada,AB,Mining,
TSX,Source Energy Services Ltd.,SHLE,387126495,Canada,AB,,Energy Services
TSXV,Southern Arc Minerals Inc.,SA,10714692.36,Canada,BC,Mining,
TSXV,Southern Lithium Corp.,SNL,11013300,Canada,BC,Mining,
TSXV,Southern Silver Exploration Corp.,SSV,38354248.68,Canada,BC,Mining,
TSX,SouthGobi Resources Ltd.,SGQ,66785022.605,Canada,BC,Mining,
TSXV,Spackman Equities Group Inc.,SQG,5211506.405,Asia,Hong Kong,Financial Services,
TSXV,Spada Gold ltd.,SPL.P,405090,Canada,BC,CPC,
TSXV,Spanish Mountain Gold Ltd.,SPA,28406868.49,Canada,BC,Mining,
TSX,Spartan Energy Corp.,SPE,1122102927.18,Canada,AB,Oil & Gas,
TSXV,Sparton Resources Inc.,SRI,5192152.2,Canada,ON,Mining,
TSXV,Spearmint Resources Inc.,SRJ,3341170.07,Canada,BC,Mining,
TSXV,Spectra Inc.,SSA,884367.06,Canada,ON,,Consumer Discretionary
TSX,Spectra7 Microsystems Inc.,SEV,55955741.74,USA,USA,Technology,Hardware & Equipment
TSX,Spectral Medical Inc.,EDT,82976234.8,Canada,ON,Life Sciences,Healthcare Facilities and Equipment
TSX,Sphere FTSE Asia Sustainable Yield Index ETF,SHA,3924000,Canada,ON,ETP,
TSX,Sphere FTSE Canada Sustainable Yield Index ETF,SHC,12936000,Canada,ON,ETP,
TSX,Sphere FTSE Emerging Markets Sustainable Yield Index ETF,SHZ,24376000,Canada,ON,ETP,
TSX,Sphere FTSE Europe Sustainable Yield Index ETF,SHE,20520000,Canada,ON,ETP,
TSX,Sphere FTSE US Sustainable Yield Index ETF,SHU,5695000,Canada,ON,ETP,
TSXV,Sphinx Resources Ltd.,SFX,3774186.045,Canada,QC,Mining,
TSX,Spin Master Corp.,TOY,1072905915.9,Canada,ON,,Consumer Discretionary
TSXV,Sportscene Group Inc.,SPS.A,27280049.15,Canada,QC,,Consumer Discretionary
TSXV,Spot Coffee (Canada) Ltd.,SPP,20720936.2,Canada,ON,,Consumer Discretionary
TSX,Sprott Energy Opportunities Trust,NRGY.UN,25965161.56,Canada,ON,Closed-End Funds,
TSX,Sprott Inc.,SII,558216983.75,Canada,ON,Financial Services,
TSX,Sprott Physical Gold Trust,PHYS.U,2212307159.7,Canada,ON,Closed-End Funds,
TSX,Sprott Physical Platinum and Palladium Trust,SPPP.U,115795429.08,Canada,ON,Closed-End Funds,
TSX,Sprott Physical Silver Trust,PSLV.U,939404947.2,Canada,ON,Closed-End Funds,
TSX,Sprott Resource Holdings Inc.,SRHI,97725794.845,Canada,ON,Financial Services,
TSXV,Spruce Ridge Resources Ltd.,SHL,1468722.44,Canada,ON,Mining,
TSXV,SQI Diagnostics Inc.,SQD,18178096.3,Canada,ON,Life Sciences,Healthcare Facilities and Equipment
TSXV,SRG Graphite Inc.,SRG,14632041.78,Canada,QC,Mining,
TSX,St. Augustine Gold and Copper Limited,SAU,25436541.69,Asia,Hong Kong,Mining,
TSXV,Stakeholder Gold Corp.,SRC,5848825.36,Canada,ON,Mining,
TSXV,Stamper Oil & Gas Corp.,STMP,16041913.2,Canada,BC,Oil & Gas,
TSXV,Standard Exploration Ltd.,SDE,1331772.81,Canada,AB,Oil & Gas,
TSXV,Standard Graphite Corporation,SGH,12003655.5,Canada,BC,Mining,
TSXV,Standard Lithium Ltd.,SLL,54149539.5,Canada,BC,Mining,
TSXV,Stans Energy Corp.,HRE,6994743.44,Canada,ON,Mining,
TSX,Stantec Inc.,STN,3610259506.88,Canada,AB,,Agriculture
TSX,Star Yield Managers Trust,XYM.UN,10920517.53,Canada,ON,Closed-End Funds,
TSX,Starcore International Mines Ltd.,SAM,19904474.655,Canada,BC,Mining,
TSXV,Starlight U.S. Multi-Family (No. 1) Value-Add Fund,SUVA.A,18305980.25,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Starlight U.S. Multi-Family (No. 5) Core Fund,STUS.A,144972683.55,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Starr Peak Exploration Ltd.,STE,2265961.725,Canada,BC,Mining,
TSX,Stella-Jones Inc.,SJ,3024485832.09,Canada,QC,,Forest Products & Paper
TSXV,Stellar AfricaGold Inc.,SPX,2294962,Canada,QC,Mining,
TSXV,Stelmine Canada Ltée / Stelmine Canada Ltd.,STH,5591143.26,Canada,QC,Mining,
TSX,STEP Energy Services Ltd.,STEP,565125208.2,Canada,AB,,Energy Services
TSXV,Sterling Resources Ltd.,SLG,19870107.975,Canada,AB,Oil & Gas,
TSX,Stingray Digital Group Inc.,RAY.B,278518017.51,Canada,QC,Comm & Media,
TSXV,Stockport Exploration Inc.,SPT,1329796.92,Canada,NS,Mining,
TSXV,StorageVault Canada Inc.,SVI,791152258.9,Canada,SK,Real Estate,Real Estate Operating Companies
TSXV,Storm Resources Ltd.,SRX,497167361.08,Canada,AB,Oil & Gas,
TSX,Stornoway Diamond Corporation,SWY,737716961.23,Canada,BC,Mining,
TSX,Strad Energy Services Ltd.,SDY,83417708.6,Canada,AB,,Energy Services
TSXV,Strata-X Energy Ltd.,SXE,4042134.36,USA,USA,Oil & Gas,
TSXV,Stratabound Minerals Corp.,SB,2234879.685,Canada,ON,Mining,
TSXV,Strategem Capital Corporation,SGE,8304898.1,Canada,BC,Financial Services,
TSXV,Strategic Metals Ltd.,SMD,39347066.44,Canada,BC,Mining,
TSXV,Strategic Oil & Gas Ltd.,SOG,97385391.6,Canada,BC,Oil & Gas,
TSXV,Strategic Resources Inc.,STI,1375995.3,Canada,SK,Mining,
TSX,Street Capital Group Inc.,SCB,139050567.48,Canada,ON,Financial Services,
TSXV,Stria Lithium Inc.,SRA,990259.225,Canada,ON,Mining,
TSXV,Strikepoint Gold Inc.,SKP,15815277.4,Canada,AB,Mining,
TSXV,Strikewell Energy Corp.,SKK,1207760.68,Canada,BC,Oil & Gas,
TSXV,Strongbow Exploration Inc.,SBW,9473268.3,Canada,BC,Mining,
TSX,Strongco Corporation,SQP,17452669.08,Canada,ON,,
TSXV,Stroud Resources Ltd.,SDR,1937373.38,Canada,ON,Mining,
TSX,Stuart Olson Inc.,SOX,225600088.84,Canada,AB,,
TSX,Student Transportation Inc.,STB,860571993.62,USA,USA,,
TSX,Sulliden Mining Capital Inc.,SMC,9743769.985,Canada,ON,Mining,
TSX,Summit Industrial Income REIT,SMU.UN,374208474.41,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Summus Solutions N.V.,SS,415222.05,Canada,BC,Oil & Gas,
TSX,Sun Life Financial Inc.,SLF,31323796707.9,Canada,ON,Financial Services,
TSX,Suncor Energy Inc.,SU,67657702578.13,Canada,AB,Oil & Gas,
TSX,SunOpta Inc.,SOY,1029178901.8,Canada,ON,Clean Technology,"Low Impact Material and Products,Agriculture"
TSXV,Sunora Foods Inc.,SNF,7605779.76,Canada,AB,,"Consumer Staples,Agriculture"
TSXV,Sunset Pacific Petroleum Ltd.,SPK,1079054.04,Canada,BC,Oil & Gas,
TSXV,Sunshine Agri-Tech Inc.,SAI,1155093.75,Asia,Hong Kong,Life Sciences,Biotechnology
TSXV,Sunvest Minerals Corp.,SSS,3040255.3,Canada,BC,Mining,
TSX,Sunwah International Limited,SWH,37255970.8,Asia,Hong Kong,Financial Services,
TSXV,Superior Gold Inc.,SGI,70687026.43,Canada,ON,Mining,
TSX,Superior Plus Corp.,SPB,1661133522.6,Canada,AB,Utilities & Pipelines,
TSXV,Supreme Pharmaceuticals Inc.,FIRE,229310044.66,Canada,ON,Life Sciences,"Medical Marijuana,Cannabis"
TSX,Supremex Inc.,SXP,127602097.28,Canada,QC,,"Consumer Discretionary,Forest Products & Paper"
